timestamp,metric_type,trigger_event,folder,duration_ms,completeness_pct,accuracy_pct,memory_mb,cpu_load,additional_data
2025-04-24T00:06:16.481Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,100.39,0,""
2025-04-24T00:06:17.491Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,100.44,0,""
2025-04-24T00:06:18.109Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1966.94,,,,,""
2025-04-24T00:07:14.266Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.94,0,""
2025-04-24T00:07:15.275Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.03,0,""
2025-04-24T00:07:16.281Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.08,0,""
2025-04-24T00:07:17.284Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.31,0,""
2025-04-24T00:07:18.291Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.5,0,""
2025-04-24T00:07:18.616Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,96.54,0,""
2025-04-24T00:07:19.292Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.11,0,""
2025-04-24T00:07:19.630Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,96.15,0,""
2025-04-24T00:07:20.307Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.2,0,""
2025-04-24T00:07:21.316Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.28,0,""
2025-04-24T00:07:22.327Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.55,0,""
2025-04-24T00:07:22.827Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",9566.22,,,,0,""
2025-04-24T00:07:22.848Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:07:22.861Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:07:22.865Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",9606.3,,,,,""
2025-04-24T00:07:22.869Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",9664.54,,,,,""
2025-04-24T00:07:26.968Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,100.53,0,""
2025-04-24T00:07:27.977Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,99.64,0,""
2025-04-24T00:07:28.197Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1615.32,,,,,""
2025-04-24T00:07:38.237Z,"dashboard_view","manual_command","dashboard",,,,,,""
2025-04-24T00:07:38.255Z,"vulnerability_summary","dashboard_view","all_reports",,,,,,"{"critical":0,"high":3,"medium":2,"low":0,"total":5}"
2025-04-24T00:16:19.466Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.65,0,""
2025-04-24T00:16:20.482Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.69,0,""
2025-04-24T00:16:21.487Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.51,0,""
2025-04-24T00:16:22.497Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.55,0,""
2025-04-24T00:16:23.511Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.6,0,""
2025-04-24T00:16:24.520Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.78,0,""
2025-04-24T00:16:24.693Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,100.82,0,""
2025-04-24T00:16:25.529Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,100.86,0,""
2025-04-24T00:16:25.699Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,100.9,0,""
2025-04-24T00:16:26.542Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,98.74,0,""
2025-04-24T00:16:27.557Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,98.19,0,""
2025-04-24T00:16:28.562Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,98.23,0,""
2025-04-24T00:16:29.376Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",10925.07,,,,0,""
2025-04-24T00:16:29.399Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:16:29.414Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:16:29.418Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",10967.94,,,,,""
2025-04-24T00:16:29.422Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",11011.27,,,,,""
2025-04-24T00:16:33.442Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,104.93,0,""
2025-04-24T00:16:34.462Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,104.97,0,""
2025-04-24T00:16:34.575Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1590.28,,,,,""
2025-04-24T00:17:00.726Z,"dashboard_view","manual_command","dashboard",,,,,,""
2025-04-24T00:17:00.744Z,"vulnerability_summary","dashboard_view","all_reports",,,,,,"{"critical":0,"high":3,"medium":2,"low":0,"total":5}"
2025-04-24T00:20:03.726Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.63,0,""
2025-04-24T00:20:04.742Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.72,0,""
2025-04-24T00:20:05.757Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.76,0,""
2025-04-24T00:20:06.771Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.74,0,""
2025-04-24T00:20:07.791Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.82,0,""
2025-04-24T00:20:08.343Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,99.17,0,""
2025-04-24T00:20:08.790Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.21,0,""
2025-04-24T00:20:09.792Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.29,0,""
2025-04-24T00:20:10.804Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.33,0,""
2025-04-24T00:20:11.385Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",8669,,,,0,""
2025-04-24T00:20:11.448Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:20:11.460Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:20:11.465Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",8750.03,,,,,""
2025-04-24T00:20:11.470Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",8779.56,,,,,""
2025-04-24T00:20:15.486Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,102.35,0,""
2025-04-24T00:20:16.503Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,103,0,""
2025-04-24T00:20:16.653Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1661.47,,,,,""
2025-04-24T00:20:21.501Z,"dashboard_view","manual_command","dashboard",,,,,,""
2025-04-24T00:20:21.517Z,"vulnerability_summary","dashboard_view","all_reports",,,,,,"{"critical":0,"high":3,"medium":2,"low":0,"total":5}"
2025-04-24T00:22:06.844Z,"sbom_request","manual_command","sbom-testapp-1",,,,,,""
2025-04-24T00:22:12.764Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,110.78,0,""
2025-04-24T00:22:16.770Z,"sbom_generation","manual_command","sbom-testapp-1",9922.31,,,,,""
2025-04-24T00:22:20.848Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,105.39,0,""
2025-04-24T00:22:21.707Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1443.43,,,,,""
2025-04-24T00:31:35.396Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,101.03,0,""
2025-04-24T00:31:36.414Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,101.07,0,""
2025-04-24T00:31:37.422Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.3,0,""
2025-04-24T00:31:38.424Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.34,0,""
2025-04-24T00:31:39.439Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.38,0,""
2025-04-24T00:31:40.443Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.57,0,""
2025-04-24T00:31:40.737Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,104.6,0,""
2025-04-24T00:31:41.446Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.65,0,""
2025-04-24T00:31:41.741Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,104.69,0,""
2025-04-24T00:31:42.447Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.74,0,""
2025-04-24T00:31:43.449Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.82,0,""
2025-04-24T00:31:44.450Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.86,0,""
2025-04-24T00:31:45.453Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.9,0,""
2025-04-24T00:31:45.603Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",11208.46,,,3.97,0,""
2025-04-24T00:31:45.628Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:31:45.645Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:31:45.650Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",11258.47,,,,,""
2025-04-24T00:31:45.656Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",11327.65,,,,,""
2025-04-24T00:31:49.828Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,99.62,0,""
2025-04-24T00:31:50.835Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,99.67,0,""
2025-04-24T00:31:51.073Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1592.32,,,,,""
2025-04-24T00:34:09.816Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,101.99,0,""
2025-04-24T00:34:10.821Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.51,0,""
2025-04-24T00:34:11.822Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.82,0,""
2025-04-24T00:34:12.822Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,97.63,0,""
2025-04-24T00:34:13.841Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,97.86,0,""
2025-04-24T00:34:14.059Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,97.89,0,""
2025-04-24T00:34:14.842Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,97.94,0,""
2025-04-24T00:34:15.073Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,97.98,0,""
2025-04-24T00:34:15.857Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,98.03,0,""
2025-04-24T00:34:16.087Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,98.07,0,""
2025-04-24T00:34:16.857Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,98.15,0,""
2025-04-24T00:34:17.865Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,98.97,0,""
2025-04-24T00:34:18.872Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.03,0,""
2025-04-24T00:34:19.330Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",10528.38,,,,0,""
2025-04-24T00:34:19.354Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:34:19.370Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:34:19.374Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",10573.71,,,,,""
2025-04-24T00:34:19.379Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",10595.12,,,,,""
2025-04-24T00:34:23.480Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,106.12,0,""
2025-04-24T00:34:24.502Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,106.34,0,""
2025-04-24T00:34:25.505Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,106.39,0,""
2025-04-24T00:34:25.766Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",2084.95,,,,,""
2025-04-24T00:34:36.250Z,"dashboard_view","manual_command","dashboard",,,,,,""
2025-04-24T00:34:36.266Z,"vulnerability_summary","dashboard_view","all_reports",,,,,,"{"critical":0,"high":4,"medium":2,"low":0,"total":6}"
2025-04-24T00:39:32.264Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.72,0,""
2025-04-24T00:39:33.279Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.78,0,""
2025-04-24T00:39:34.288Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,95.55,0,""
2025-04-24T00:39:35.296Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,95.61,0,""
2025-04-24T00:39:36.303Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,95.67,0,""
2025-04-24T00:39:37.308Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,95.87,0,""
2025-04-24T00:39:37.557Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,95.92,0,""
2025-04-24T00:39:38.316Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,95.99,0,""
2025-04-24T00:39:38.559Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,96.04,0,""
2025-04-24T00:39:39.320Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.89,0,""
2025-04-24T00:39:40.323Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,96.99,0,""
2025-04-24T00:39:41.328Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,97.04,0,""
2025-04-24T00:39:41.905Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",10643.26,,,,0,""
2025-04-24T00:39:41.926Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:39:41.942Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:39:41.946Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",10685.86,,,,,""
2025-04-24T00:39:41.951Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",10727.92,,,,,""
2025-04-24T00:39:45.975Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,98.09,0,""
2025-04-24T00:39:46.991Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,98.15,0,""
2025-04-24T00:39:47.259Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",1705.78,,,,,""
2025-04-24T00:39:54.974Z,"dashboard_view","manual_command","dashboard",,,,,,""
2025-04-24T00:39:54.995Z,"vulnerability_summary","dashboard_view","all_reports",,,,,,"{"critical":0,"high":4,"medium":2,"low":0,"total":6}"
2025-04-24T00:46:37.221Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.14,0,""
2025-04-24T00:46:38.223Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,99.2,0,""
2025-04-24T00:46:39.223Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,106.48,0,""
2025-04-24T00:46:40.224Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,107.32,0,""
2025-04-24T00:46:41.239Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,107.4,0,""
2025-04-24T00:46:42.239Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,107.6,0,""
2025-04-24T00:46:42.505Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,107.66,0,""
2025-04-24T00:46:43.253Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,107.72,0,""
2025-04-24T00:46:43.520Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,107.77,0,""
2025-04-24T00:46:44.254Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,107.84,0,""
2025-04-24T00:46:45.255Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,105.32,0,""
2025-04-24T00:46:46.256Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,105.38,0,""
2025-04-24T00:46:47.270Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.72,0,""
2025-04-24T00:46:47.869Z,"sbom_generation","package-lock.json_changed","sbom-testapp-1",11648.3,,,5,0,""
2025-04-24T00:46:47.894Z,"sbom_completeness","package-lock.json_changed","sbom-testapp-1",,100,,,,""
2025-04-24T00:46:47.919Z,"vulnerability_accuracy","package-lock.json_changed","sbom-testapp-1",,,0,,,""
2025-04-24T00:46:47.925Z,"sbom_timeliness","package-lock.json_changed","sbom-testapp-1",11705.8,,,,,""
2025-04-24T00:46:47.933Z,"responsiveness","package-lock.json_changed","sbom-testapp-1",11751.2,,,,,""
2025-04-24T00:46:51.970Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,105.79,0,""
2025-04-24T00:46:52.985Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,106.49,0,""
2025-04-24T00:46:53.618Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",2011.01,,,,,""
2025-04-24T00:47:08.686Z,"dashboard_view","manual_command","dashboard",,,,,,""
2025-04-24T00:47:08.705Z,"vulnerability_summary","dashboard_view","all_reports",,,,,,"{"critical":0,"high":4,"medium":2,"low":0,"total":6}"
2025-04-24T00:48:38.385Z,"resource_usage","package.json_deleted_pre_generation","sbom-testapp-1",,,,105.34,0,""
2025-04-24T00:48:39.402Z,"resource_usage","package.json_deleted_pre_generation","sbom-testapp-1",,,,103.89,0,""
2025-04-24T00:48:40.403Z,"resource_usage","package.json_deleted_pre_generation","sbom-testapp-1",,,,103.94,0,""
2025-04-24T00:48:41.403Z,"resource_usage","package.json_deleted_pre_generation","sbom-testapp-1",,,,103.98,0,""
2025-04-24T00:48:41.851Z,"sbom_generation","package.json_deleted","sbom-testapp-1",4478.22,,,,0,""
2025-04-24T00:48:41.890Z,"sbom_completeness","package.json_deleted","sbom-testapp-1",,100,,,,""
2025-04-24T00:48:41.927Z,"vulnerability_accuracy","package.json_deleted","sbom-testapp-1",,,0,,,""
2025-04-24T00:48:41.935Z,"sbom_timeliness","package.json_deleted","sbom-testapp-1",4562.71,,,,,""
2025-04-24T00:48:41.943Z,"responsiveness","package.json_deleted","qs",4774.1,,,,,""
2025-04-24T00:48:42.952Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,96.91,0,""
2025-04-24T00:48:43.966Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,96.95,0,""
2025-04-24T00:48:44.966Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,96.99,0,""
2025-04-24T00:48:45.968Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,97.05,0,""
2025-04-24T00:48:46.974Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,97.48,0,""
2025-04-24T00:48:47.444Z,"vulnerability_scan","sbom_file_change","sbom-testapp-1",4614.35,,,,,""
2025-04-24T00:50:39.249Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.39,0,""
2025-04-24T00:50:40.263Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.48,0,""
2025-04-24T00:50:41.263Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.52,0,""
2025-04-24T00:50:42.264Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.56,0,""
2025-04-24T00:50:43.278Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,104.64,0,""
2025-04-24T00:50:43.928Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,101.37,0,""
2025-04-24T00:50:44.280Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,101.42,0,""
2025-04-24T00:50:44.928Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,101.46,0,""
2025-04-24T00:50:45.294Z,"resource_usage","package-lock.json_changed_pre_generation","sbom-testapp-1",,,,101.51,0,""
2025-04-24T00:50:45.929Z,"resource_usage","sbom_file_change","sbom-testapp-1",,,,101.55,0,""
